epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,69.9741,0.88253,0.84795,0.85618,0.90556,0.80627,0.89424,0.65243,1.15132,0.69699,0.90391,0.00021418,0.00021418,0.00021418
179,70.3318,0.82846,0.77851,0.85623,0.90321,0.79823,0.88361,0.65273,1.13648,0.70312,0.90237,0.000211356,0.000211356,0.000211356
180,70.6872,0.93825,0.88694,0.88223,0.90812,0.78102,0.88361,0.64405,1.14508,0.70843,0.90261,0.000208532,0.000208532,0.000208532
181,71.0246,0.81556,0.74355,0.83685,0.90812,0.78102,0.88361,0.64405,1.14508,0.70843,0.90261,0.000205709,0.000205709,0.000205709
182,71.3669,0.81886,0.73159,0.86033,0.8868,0.78622,0.88029,0.63296,1.17067,0.71184,0.90445,0.000202885,0.000202885,0.000202885
183,71.7057,0.83332,0.77896,0.86178,0.8764,0.78272,0.87713,0.63275,1.1896,0.71756,0.90582,0.000200061,0.000200061,0.000200061
184,72.077,0.79416,0.76751,0.84687,0.84149,0.80407,0.86963,0.62758,1.17507,0.73071,0.90391,0.000197237,0.000197237,0.000197237
185,72.4318,0.87701,0.77574,0.88203,0.84149,0.80407,0.86963,0.62758,1.17507,0.73071,0.90391,0.000194413,0.000194413,0.000194413
186,72.7746,0.87363,0.74624,0.85977,0.83002,0.81422,0.86813,0.62814,1.15669,0.72736,0.90281,0.000191589,0.000191589,0.000191589
187,73.1425,0.86486,0.73874,0.85198,0.84081,0.7869,0.86309,0.64406,1.12414,0.74239,0.90001,0.000188765,0.000188765,0.000188765
188,73.4917,0.82471,0.70593,0.83561,0.83138,0.80041,0.85867,0.62832,1.1105,0.75097,0.90454,0.000185942,0.000185942,0.000185942
189,73.8114,0.85946,0.7436,0.85682,0.83138,0.80041,0.85867,0.62832,1.1105,0.75097,0.90454,0.000183118,0.000183118,0.000183118
190,74.1786,0.78984,0.68381,0.84433,0.8386,0.79876,0.86148,0.63015,1.11538,0.75618,0.9104,0.000180294,0.000180294,0.000180294
191,74.5107,0.83639,0.71502,0.86896,0.83965,0.80716,0.86298,0.6362,1.12011,0.75802,0.91187,0.00017747,0.00017747,0.00017747
192,74.9888,0.8197,0.70317,0.82622,0.83961,0.80271,0.8631,0.62885,1.11967,0.76144,0.91105,0.000174646,0.000174646,0.000174646
193,75.3393,0.88413,0.75379,0.84809,0.83961,0.80271,0.8631,0.62885,1.11967,0.76144,0.91105,0.000171822,0.000171822,0.000171822
194,75.6933,0.75116,0.71803,0.84311,0.92516,0.7188,0.86105,0.62126,1.14031,0.75911,0.91283,0.000168999,0.000168999,0.000168999
195,76.0347,0.85853,0.7927,0.87364,0.85536,0.78589,0.86139,0.61862,1.16335,0.73587,0.917,0.000166175,0.000166175,0.000166175
196,76.3941,1.03444,0.7889,0.88628,0.88374,0.76684,0.86299,0.62125,1.16464,0.7112,0.91779,0.000163351,0.000163351,0.000163351
197,76.7266,0.88563,0.71032,0.86633,0.88374,0.76684,0.86299,0.62125,1.16464,0.7112,0.91779,0.000160527,0.000160527,0.000160527
198,77.0675,0.78111,0.67886,0.82907,0.88987,0.78228,0.87368,0.64202,1.144,0.69225,0.9139,0.000157703,0.000157703,0.000157703
199,77.4067,0.80209,0.71529,0.86039,0.89495,0.79393,0.89942,0.66405,1.13399,0.68215,0.91229,0.000154879,0.000154879,0.000154879
200,77.7861,0.84891,0.76638,0.91672,0.91334,0.77882,0.94917,0.70147,1.1222,0.68775,0.90984,0.000152056,0.000152056,0.000152056
201,78.2229,0.81424,0.76791,0.84542,0.91334,0.77882,0.94917,0.70147,1.1222,0.68775,0.90984,0.000149232,0.000149232,0.000149232
202,78.6275,0.87059,0.71569,0.88805,0.90951,0.79021,0.90053,0.65638,1.12385,0.68411,0.90758,0.000146408,0.000146408,0.000146408
203,78.9689,0.96071,0.86359,0.95124,0.90111,0.78158,0.87068,0.63092,1.13529,0.69084,0.90576,0.000143584,0.000143584,0.000143584
204,79.3298,0.86628,0.76958,0.83955,0.8979,0.76907,0.86736,0.63015,1.14939,0.70156,0.90559,0.00014076,0.00014076,0.00014076
205,79.6561,0.764,0.66557,0.82929,0.8979,0.76907,0.86736,0.63015,1.14939,0.70156,0.90559,0.000137936,0.000137936,0.000137936
206,80.0092,0.77486,0.68049,0.83736,0.89155,0.76664,0.86205,0.62585,1.15994,0.70585,0.90489,0.000135113,0.000135113,0.000135113
207,80.3871,0.94172,0.86562,0.87027,0.88839,0.77044,0.86307,0.62504,1.15889,0.70988,0.90328,0.000132289,0.000132289,0.000132289
208,80.7829,0.84745,0.7789,0.89121,0.90534,0.7988,0.87107,0.63255,1.15868,0.70419,0.90233,0.000129465,0.000129465,0.000129465
209,81.1337,0.80902,0.74766,0.85619,0.90534,0.7988,0.87107,0.63255,1.15868,0.70419,0.90233,0.000126641,0.000126641,0.000126641
210,81.475,0.82926,0.8026,0.86937,0.90246,0.78957,0.87163,0.62905,1.16533,0.70728,0.90325,0.000123817,0.000123817,0.000123817
211,81.9788,0.7565,0.71554,0.8574,0.88906,0.79181,0.87328,0.62837,1.16273,0.71112,0.90344,0.000120993,0.000120993,0.000120993
212,82.3626,0.78926,0.70982,0.83207,0.88359,0.81098,0.87606,0.63322,1.16034,0.71723,0.90316,0.000118169,0.000118169,0.000118169
213,82.7142,0.84639,0.71458,0.84915,0.88359,0.81098,0.87606,0.63322,1.16034,0.71723,0.90316,0.000115346,0.000115346,0.000115346
214,83.072,0.83959,0.74847,0.87432,0.87873,0.81244,0.87606,0.62692,1.16794,0.72304,0.90258,0.000112522,0.000112522,0.000112522
215,83.4204,0.83723,0.71366,0.84827,0.91372,0.79751,0.87503,0.62221,1.18442,0.71945,0.90545,0.000109698,0.000109698,0.000109698
216,83.7662,0.81283,0.75113,0.86406,0.90902,0.8098,0.86703,0.60873,1.2138,0.71793,0.91114,0.000106874,0.000106874,0.000106874
217,84.0981,0.81064,0.73473,0.86047,0.90902,0.8098,0.86703,0.60873,1.2138,0.71793,0.91114,0.00010405,0.00010405,0.00010405
218,84.4354,0.78683,0.83155,0.83451,0.89226,0.82138,0.86703,0.61014,1.21892,0.71441,0.91408,0.000101226,0.000101226,0.000101226
219,84.778,0.96213,0.95331,0.93711,0.92431,0.77493,0.86703,0.61633,1.20986,0.69886,0.91502,9.84026e-05,9.84026e-05,9.84026e-05
220,85.0928,0.76359,0.71581,0.82204,0.93529,0.78128,0.87102,0.62188,1.19308,0.69249,0.91225,9.55787e-05,9.55787e-05,9.55787e-05
221,85.4425,0.89186,0.86914,0.93735,0.93529,0.78128,0.87102,0.62188,1.19308,0.69249,0.91225,9.27549e-05,9.27549e-05,9.27549e-05
222,85.7859,0.80409,0.72276,0.88378,0.92397,0.80306,0.87209,0.62306,1.1902,0.6816,0.91383,8.9931e-05,8.9931e-05,8.9931e-05
223,86.1661,0.84051,0.74863,0.86948,0.92551,0.79795,0.87204,0.62555,1.18806,0.68076,0.91489,8.71072e-05,8.71072e-05,8.71072e-05
224,86.5061,0.90327,0.76269,0.8943,0.95772,0.77342,0.87072,0.62512,1.18329,0.67961,0.91566,8.42834e-05,8.42834e-05,8.42834e-05
225,86.8389,0.88899,0.82998,0.88075,0.95772,0.77342,0.87072,0.62512,1.18329,0.67961,0.91566,8.14595e-05,8.14595e-05,8.14595e-05
226,87.1737,0.81024,0.67475,0.84871,0.95272,0.77032,0.87559,0.62654,1.17885,0.67568,0.9145,7.86357e-05,7.86357e-05,7.86357e-05
227,87.5187,0.74722,0.65755,0.83641,0.90204,0.83601,0.87903,0.62617,1.17853,0.66776,0.91398,7.58118e-05,7.58118e-05,7.58118e-05
228,87.8756,0.80589,0.64583,0.84009,0.89364,0.84164,0.88072,0.63091,1.18062,0.66855,0.91428,7.2988e-05,7.2988e-05,7.2988e-05
229,88.2018,0.79215,0.73194,0.85597,0.89364,0.84164,0.88072,0.63091,1.18062,0.66855,0.91428,7.01642e-05,7.01642e-05,7.01642e-05
230,88.7211,0.73276,0.71615,0.83441,0.89639,0.82672,0.89636,0.6406,1.18457,0.66197,0.91393,6.73403e-05,6.73403e-05,6.73403e-05
231,89.0861,0.73811,0.77324,0.87339,0.93897,0.80253,0.8977,0.6388,1.19714,0.65737,0.91567,6.45165e-05,6.45165e-05,6.45165e-05
232,89.4721,0.84053,0.69914,0.86089,0.94657,0.79862,0.91428,0.64711,1.19006,0.66499,0.91379,6.16926e-05,6.16926e-05,6.16926e-05
233,89.8161,0.74591,0.70839,0.86728,0.94657,0.79862,0.91428,0.64711,1.19006,0.66499,0.91379,5.88688e-05,5.88688e-05,5.88688e-05
234,90.133,0.79045,0.76826,0.87438,0.95056,0.79498,0.91213,0.64363,1.19342,0.66912,0.91304,5.60449e-05,5.60449e-05,5.60449e-05
235,90.4877,0.7614,0.73096,0.81881,0.93976,0.77169,0.8873,0.627,1.18559,0.67139,0.91084,5.32211e-05,5.32211e-05,5.32211e-05
236,90.829,0.8077,0.66175,0.85274,0.92518,0.76844,0.87901,0.62176,1.17265,0.67721,0.90662,5.03973e-05,5.03973e-05,5.03973e-05
237,91.1567,0.73746,0.66014,0.8484,0.92518,0.76844,0.87901,0.62176,1.17265,0.67721,0.90662,4.75734e-05,4.75734e-05,4.75734e-05
238,91.4978,0.76558,0.70014,0.82306,0.92275,0.76877,0.87794,0.62917,1.16096,0.67648,0.90411,4.47496e-05,4.47496e-05,4.47496e-05
239,91.8559,0.82878,0.72938,0.84524,0.94688,0.75364,0.87206,0.62444,1.15784,0.67828,0.90233,4.19257e-05,4.19257e-05,4.19257e-05
240,92.2152,0.81335,0.73549,0.85441,0.94701,0.75299,0.87206,0.62789,1.1498,0.68265,0.90185,3.91019e-05,3.91019e-05,3.91019e-05
241,93.4564,0.72013,0.69204,0.83157,0.94701,0.75299,0.87206,0.62789,1.1498,0.68265,0.90185,3.62781e-05,3.62781e-05,3.62781e-05
242,93.8069,0.75234,0.69087,0.86313,0.91052,0.78677,0.86912,0.62797,1.14333,0.68498,0.90175,3.34542e-05,3.34542e-05,3.34542e-05
243,94.122,0.74876,0.64495,0.87284,0.91131,0.79043,0.87037,0.62958,1.14731,0.68055,0.90145,3.06304e-05,3.06304e-05,3.06304e-05
244,94.4796,0.66762,0.65301,0.85095,0.90928,0.7917,0.87174,0.62885,1.14443,0.67639,0.90065,2.78065e-05,2.78065e-05,2.78065e-05
245,94.7957,0.6726,0.60221,0.8086,0.90928,0.7917,0.87174,0.62885,1.14443,0.67639,0.90065,2.49827e-05,2.49827e-05,2.49827e-05
246,95.1402,0.63919,0.64714,0.83398,0.90405,0.79407,0.87114,0.62967,1.14721,0.67568,0.89945,2.21588e-05,2.21588e-05,2.21588e-05
247,95.5108,0.69333,0.62594,0.81986,0.89948,0.79426,0.87114,0.62632,1.1438,0.67516,0.89952,1.9335e-05,1.9335e-05,1.9335e-05
248,96.0539,0.67356,0.66331,0.82547,0.9177,0.8154,0.87637,0.63017,1.14562,0.6787,0.90066,1.65112e-05,1.65112e-05,1.65112e-05
249,96.3729,0.66692,0.66379,0.83332,0.9177,0.8154,0.87637,0.63017,1.14562,0.6787,0.90066,1.36873e-05,1.36873e-05,1.36873e-05
250,96.7816,0.72832,0.68582,0.82318,0.91708,0.81617,0.87815,0.63355,1.14441,0.6805,0.90088,1.08635e-05,1.08635e-05,1.08635e-05
