epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,33.006,0.83517,2.08495,0.90372,0.92145,0.70615,0.84325,0.63129,0.84867,1.79477,0.90709,0.000422783,0.000422783,0.000422783
105,33.2584,0.78853,2.02462,0.88335,0.92145,0.70615,0.84325,0.63129,0.84867,1.79477,0.90709,0.000419955,0.000419955,0.000419955
106,33.5196,0.79246,2.15977,0.92788,0.93007,0.6647,0.84046,0.61928,0.87221,1.82563,0.91767,0.000417128,0.000417128,0.000417128
107,33.8045,0.82854,2.17397,0.93075,0.84373,0.7408,0.83727,0.62488,0.87591,1.8666,0.92443,0.0004143,0.0004143,0.0004143
108,34.2217,0.71014,1.96554,0.89546,0.92783,0.73699,0.85144,0.62199,0.87165,1.87271,0.92425,0.000411473,0.000411473,0.000411473
109,34.4992,0.68463,1.85143,0.88206,0.92783,0.73699,0.85144,0.62199,0.87165,1.87271,0.92425,0.000408646,0.000408646,0.000408646
110,34.7834,0.79288,1.91169,0.90628,0.93536,0.7215,0.84847,0.62277,0.87631,1.84315,0.92454,0.000405818,0.000405818,0.000405818
111,35.0723,0.78825,2.15767,0.89842,0.95658,0.71575,0.84387,0.6268,0.87891,1.82954,0.92186,0.000402991,0.000402991,0.000402991
112,35.3601,0.84963,2.05464,0.94211,0.94238,0.72146,0.84043,0.63005,0.87674,1.81807,0.91663,0.000400164,0.000400164,0.000400164
113,35.6389,0.79035,2.3287,0.90255,0.94238,0.72146,0.84043,0.63005,0.87674,1.81807,0.91663,0.000397336,0.000397336,0.000397336
114,35.9275,0.78829,2.12171,0.90198,0.92537,0.73588,0.84646,0.6423,0.8544,1.83312,0.90395,0.000394509,0.000394509,0.000394509
115,36.2143,0.77257,1.90845,0.91961,0.92345,0.74248,0.8533,0.64222,0.85355,1.8019,0.90135,0.000391682,0.000391682,0.000391682
116,36.5066,0.80781,2.06654,0.88806,0.89861,0.75136,0.84233,0.63558,0.84468,1.75966,0.89844,0.000388854,0.000388854,0.000388854
117,36.785,0.76604,2.08566,0.86894,0.89861,0.75136,0.84233,0.63558,0.84468,1.75966,0.89844,0.000386027,0.000386027,0.000386027
118,37.0701,0.84329,2.61306,0.90419,0.87118,0.74184,0.83843,0.64197,0.84253,1.73671,0.89916,0.0003832,0.0003832,0.0003832
119,37.3582,0.75842,1.96294,0.92568,0.91424,0.72722,0.83481,0.62955,0.83646,1.75019,0.89974,0.000380372,0.000380372,0.000380372
120,37.651,0.69419,1.88875,0.88157,0.92216,0.73965,0.84831,0.63641,0.83937,1.74161,0.90481,0.000377545,0.000377545,0.000377545
121,37.9283,0.77876,2.04763,0.93573,0.92216,0.73965,0.84831,0.63641,0.83937,1.74161,0.90481,0.000374717,0.000374717,0.000374717
122,38.2135,0.69689,1.98597,0.91595,0.89174,0.79296,0.85523,0.64706,0.83587,1.7302,0.90625,0.00037189,0.00037189,0.00037189
123,38.4947,0.74067,2.16309,0.8779,0.92426,0.78854,0.85858,0.65492,0.83358,1.69821,0.90947,0.000369063,0.000369063,0.000369063
124,38.8277,0.71962,1.88626,0.87368,0.93403,0.80004,0.86767,0.66689,0.82889,1.72009,0.91275,0.000366235,0.000366235,0.000366235
125,39.1449,0.77721,2.00915,0.89932,0.93403,0.80004,0.86767,0.66689,0.82889,1.72009,0.91275,0.000363408,0.000363408,0.000363408
126,39.4705,0.75018,1.985,0.90009,0.80932,0.7909,0.86719,0.67173,0.82992,1.73062,0.91662,0.000360581,0.000360581,0.000360581
127,39.7996,0.76425,1.93127,0.89742,0.8035,0.79076,0.86308,0.65812,0.83375,1.73253,0.91521,0.000357753,0.000357753,0.000357753
128,40.0837,0.81234,2.1257,0.92177,0.92173,0.76064,0.85324,0.64128,0.85228,1.75517,0.91365,0.000354926,0.000354926,0.000354926
129,40.3537,0.77343,1.99534,0.91831,0.92173,0.76064,0.85324,0.64128,0.85228,1.75517,0.91365,0.000352099,0.000352099,0.000352099
130,40.6415,0.75353,2.00803,0.90324,0.88109,0.76773,0.85356,0.64922,0.851,1.78488,0.90868,0.000349271,0.000349271,0.000349271
131,41.0646,0.71657,1.91645,0.85896,0.87741,0.74702,0.84053,0.63846,0.83836,1.76668,0.90455,0.000346444,0.000346444,0.000346444
132,41.3526,0.77453,1.83053,0.90912,0.884,0.76654,0.84653,0.64017,0.8404,1.74129,0.90605,0.000343617,0.000343617,0.000343617
133,41.6308,0.74775,1.90336,0.89369,0.884,0.76654,0.84653,0.64017,0.8404,1.74129,0.90605,0.000340789,0.000340789,0.000340789
134,41.9194,0.75678,1.83007,0.90826,0.9128,0.81493,0.86269,0.64383,0.83938,1.74518,0.90345,0.000337962,0.000337962,0.000337962
135,42.2083,0.68902,1.66745,0.87299,0.91905,0.8146,0.86546,0.65306,0.85112,1.7373,0.90358,0.000335135,0.000335135,0.000335135
136,42.4974,0.73823,1.93668,0.8959,0.9272,0.80085,0.86073,0.63182,0.86747,1.74094,0.90813,0.000332307,0.000332307,0.000332307
137,42.777,0.78771,1.82024,0.91615,0.9272,0.80085,0.86073,0.63182,0.86747,1.74094,0.90813,0.00032948,0.00032948,0.00032948
138,43.0693,0.74615,2.01151,0.92361,0.93846,0.76633,0.85145,0.63713,0.87898,1.7435,0.91108,0.000326652,0.000326652,0.000326652
139,43.3543,0.7372,1.88793,0.8667,0.95621,0.75969,0.84828,0.6379,0.87595,1.75018,0.91059,0.000323825,0.000323825,0.000323825
140,43.639,0.78242,1.89554,0.96808,0.87261,0.76452,0.83735,0.63628,0.86336,1.74619,0.90945,0.000320998,0.000320998,0.000320998
141,43.9173,0.71748,1.89549,0.86364,0.87261,0.76452,0.83735,0.63628,0.86336,1.74619,0.90945,0.00031817,0.00031817,0.00031817
142,44.2023,0.7363,1.87869,0.90362,0.91519,0.75627,0.84644,0.64278,0.84986,1.72964,0.91177,0.000315343,0.000315343,0.000315343
143,44.4899,0.75818,1.7867,0.9019,0.89799,0.77378,0.84391,0.64224,0.84671,1.71621,0.91485,0.000312516,0.000312516,0.000312516
144,44.7856,0.70087,1.87924,0.88876,0.89989,0.77602,0.84889,0.6429,0.84494,1.72044,0.91761,0.000309688,0.000309688,0.000309688
145,45.0758,0.70299,1.88785,0.89284,0.89989,0.77602,0.84889,0.6429,0.84494,1.72044,0.91761,0.000306861,0.000306861,0.000306861
146,45.3649,0.84593,2.2208,0.92182,0.94953,0.77982,0.85403,0.63489,0.8635,1.71567,0.92249,0.000304034,0.000304034,0.000304034
147,45.6526,0.71905,1.83317,0.8923,0.94635,0.75627,0.85067,0.63351,0.87717,1.69771,0.92412,0.000301206,0.000301206,0.000301206
148,45.9434,0.75227,1.92581,0.88232,0.95234,0.754,0.85024,0.63391,0.86943,1.69361,0.91994,0.000298379,0.000298379,0.000298379
149,46.2223,0.80529,1.84516,0.92041,0.95234,0.754,0.85024,0.63391,0.86943,1.69361,0.91994,0.000295552,0.000295552,0.000295552
150,46.5119,0.71798,1.87654,0.91596,0.95157,0.7433,0.84859,0.63569,0.85347,1.69552,0.91561,0.000292724,0.000292724,0.000292724
151,46.7941,0.77257,1.9004,0.91709,0.93065,0.75977,0.84764,0.644,0.84413,1.72868,0.91261,0.000289897,0.000289897,0.000289897
152,47.072,0.69431,1.82243,0.90233,0.94123,0.76298,0.85072,0.64804,0.84899,1.76824,0.91227,0.000287069,0.000287069,0.000287069
153,47.4807,0.7417,1.76869,0.88498,0.94123,0.76298,0.85072,0.64804,0.84899,1.76824,0.91227,0.000284242,0.000284242,0.000284242
154,47.7687,0.73422,1.87791,0.92385,0.91141,0.79146,0.85017,0.65258,0.8711,1.78247,0.91662,0.000281415,0.000281415,0.000281415
155,48.0542,0.73731,2.10918,0.94735,0.90736,0.79027,0.85098,0.65156,0.88376,1.78278,0.91701,0.000278587,0.000278587,0.000278587
