epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,70.2852,0.80824,0.76504,0.88361,0.78454,0.94542,0.95618,0.70123,1.04388,0.67845,0.95702,0.000202233,0.000202233,0.000202233
183,70.6816,0.80465,0.78801,0.90318,0.72634,0.95561,0.95527,0.69627,1.03354,0.66563,0.95433,0.000199406,0.000199406,0.000199406
184,71.0408,0.83683,0.79905,0.91811,0.72402,0.98792,0.95704,0.68844,1.03066,0.66423,0.9511,0.000196578,0.000196578,0.000196578
185,71.3649,0.82857,0.82115,0.90311,0.72402,0.98792,0.95704,0.68844,1.03066,0.66423,0.9511,0.000193751,0.000193751,0.000193751
186,71.7324,0.75434,0.8138,0.92978,0.73214,0.99492,0.95837,0.68705,1.03504,0.66934,0.94949,0.000190924,0.000190924,0.000190924
187,72.0808,0.77651,0.71997,0.84326,0.73652,0.95681,0.95837,0.66804,1.06278,0.67141,0.95803,0.000188096,0.000188096,0.000188096
188,72.4274,0.7616,0.71972,0.91248,0.77767,0.94054,0.95889,0.65679,1.07612,0.67015,0.96169,0.000185269,0.000185269,0.000185269
189,72.777,0.86529,0.94765,0.91594,0.77767,0.94054,0.95889,0.65679,1.07612,0.67015,0.96169,0.000182441,0.000182441,0.000182441
190,73.1208,0.90289,0.85724,0.93128,0.80091,0.91476,0.95378,0.6578,1.0639,0.67864,0.96,0.000179614,0.000179614,0.000179614
191,73.4609,0.74391,0.71812,0.88717,0.80757,0.90986,0.95161,0.66052,1.05878,0.70191,0.95793,0.000176786,0.000176786,0.000176786
192,73.8111,0.82066,0.88996,0.91429,0.81913,0.90918,0.95043,0.65911,1.0439,0.70196,0.95375,0.000173959,0.000173959,0.000173959
193,74.1501,0.77748,0.7687,0.87264,0.81913,0.90918,0.95043,0.65911,1.0439,0.70196,0.95375,0.000171132,0.000171132,0.000171132
194,74.5011,0.78448,0.73662,0.89963,0.82673,0.89907,0.95009,0.67933,1.03423,0.6989,0.95132,0.000168304,0.000168304,0.000168304
195,74.8477,0.76561,0.77229,0.867,0.84076,0.89615,0.94922,0.67121,1.03252,0.69235,0.95166,0.000165477,0.000165477,0.000165477
196,75.1925,0.78435,0.74966,0.87963,0.8307,0.89939,0.95009,0.67255,1.04199,0.70099,0.95075,0.000162649,0.000162649,0.000162649
197,75.5309,0.83804,0.78183,0.91856,0.8307,0.89939,0.95009,0.67255,1.04199,0.70099,0.95075,0.000159822,0.000159822,0.000159822
198,75.8993,0.802,0.82966,0.8702,0.78577,0.90219,0.95009,0.66162,1.05763,0.70222,0.95397,0.000156994,0.000156994,0.000156994
199,76.2929,0.68386,0.70016,0.86383,0.76613,0.91193,0.95222,0.66121,1.07353,0.70355,0.95699,0.000154167,0.000154167,0.000154167
200,76.6277,0.74645,0.73161,0.85697,0.76505,0.91153,0.95356,0.66467,1.06803,0.69407,0.9535,0.000151339,0.000151339,0.000151339
201,76.9707,0.81632,0.77288,0.97552,0.76505,0.91153,0.95356,0.66467,1.06803,0.69407,0.9535,0.000148512,0.000148512,0.000148512
202,77.3164,0.7486,0.81217,0.91552,0.79391,0.90689,0.95394,0.67354,1.04948,0.68549,0.95006,0.000145685,0.000145685,0.000145685
203,77.6805,0.71933,0.74639,0.86955,0.80386,0.90304,0.95622,0.68796,1.04466,0.67863,0.94852,0.000142857,0.000142857,0.000142857
204,78.0381,0.78305,0.80818,0.88018,0.81118,0.90714,0.95516,0.69228,1.03177,0.67908,0.94737,0.00014003,0.00014003,0.00014003
205,78.3757,0.70541,0.67867,0.86149,0.81118,0.90714,0.95516,0.69228,1.03177,0.67908,0.94737,0.000137202,0.000137202,0.000137202
206,78.734,0.73654,0.73297,0.878,0.79038,0.91698,0.95692,0.68599,1.03166,0.67645,0.94968,0.000134375,0.000134375,0.000134375
207,79.0732,0.70944,0.76294,0.88817,0.74739,0.92735,0.95799,0.6888,1.04035,0.66707,0.95152,0.000131547,0.000131547,0.000131547
208,79.4177,0.74799,0.72864,0.88607,0.71798,0.95284,0.90824,0.6539,1.04131,0.66107,0.95212,0.00012872,0.00012872,0.00012872
209,79.7614,0.69066,0.72726,0.88224,0.71798,0.95284,0.90824,0.6539,1.04131,0.66107,0.95212,0.000125892,0.000125892,0.000125892
210,80.1165,0.76535,0.7461,0.89138,0.73253,0.99179,0.92018,0.66073,1.04937,0.65529,0.95586,0.000123065,0.000123065,0.000123065
211,80.4577,0.77253,0.79584,0.93273,0.72078,0.99572,0.92018,0.66676,1.05075,0.66532,0.95607,0.000120238,0.000120238,0.000120238
212,80.825,0.75474,0.72391,0.89134,0.72047,0.99849,0.96993,0.69217,1.06059,0.67203,0.959,0.00011741,0.00011741,0.00011741
213,81.1537,0.76544,0.7247,0.89801,0.72047,0.99849,0.96993,0.69217,1.06059,0.67203,0.959,0.000114583,0.000114583,0.000114583
214,81.5056,0.75226,0.73627,0.8825,0.71302,1,0.96498,0.67758,1.06431,0.67735,0.96166,0.000111755,0.000111755,0.000111755
215,81.848,0.71644,0.69633,0.88695,0.77563,0.94637,0.96498,0.67391,1.05877,0.6814,0.96005,0.000108928,0.000108928,0.000108928
216,82.1978,0.73862,0.7279,0.87636,0.79692,0.93385,0.96168,0.67378,1.05717,0.67795,0.95898,0.0001061,0.0001061,0.0001061
217,82.5564,0.81038,0.76041,0.90753,0.79692,0.93385,0.96168,0.67378,1.05717,0.67795,0.95898,0.000103273,0.000103273,0.000103273
218,82.9715,0.75161,0.69864,0.89512,0.81279,0.91191,0.95826,0.67014,1.05203,0.67759,0.95762,0.000100446,0.000100446,0.000100446
219,83.3794,0.79526,0.75127,0.88596,0.82807,0.9043,0.95649,0.66944,1.05786,0.67555,0.95664,9.76181e-05,9.76181e-05,9.76181e-05
220,83.7373,0.71442,0.71332,0.88334,0.82874,0.90323,0.95649,0.66302,1.06169,0.68002,0.9563,9.47906e-05,9.47906e-05,9.47906e-05
221,84.0584,0.80202,0.83635,0.9443,0.82874,0.90323,0.95649,0.66302,1.06169,0.68002,0.9563,9.19632e-05,9.19632e-05,9.19632e-05
222,84.4168,0.74581,0.75585,0.88935,0.82113,0.9035,0.95649,0.67291,1.06336,0.67063,0.95593,8.91358e-05,8.91358e-05,8.91358e-05
223,84.7741,0.72903,0.69843,0.91125,0.81498,0.90432,0.95649,0.66986,1.06861,0.66339,0.95813,8.63083e-05,8.63083e-05,8.63083e-05
224,85.1214,0.78373,0.72657,0.89937,0.81791,0.90987,0.95649,0.66782,1.06629,0.66043,0.95825,8.34809e-05,8.34809e-05,8.34809e-05
225,85.461,0.82874,0.76322,0.90358,0.81791,0.90987,0.95649,0.66782,1.06629,0.66043,0.95825,8.06534e-05,8.06534e-05,8.06534e-05
226,85.8166,0.75406,0.64584,0.87191,0.82458,0.92388,0.95756,0.69373,1.05848,0.65433,0.95641,7.7826e-05,7.7826e-05,7.7826e-05
227,86.1742,0.84007,0.783,0.93063,0.82092,0.92748,0.95756,0.69566,1.05287,0.65421,0.95498,7.49986e-05,7.49986e-05,7.49986e-05
228,86.5197,0.78611,0.78163,0.88653,0.81525,0.93048,0.95756,0.69496,1.04555,0.64897,0.95488,7.21711e-05,7.21711e-05,7.21711e-05
229,86.8709,0.75346,0.7571,0.89501,0.81525,0.93048,0.95756,0.69496,1.04555,0.64897,0.95488,6.93437e-05,6.93437e-05,6.93437e-05
230,87.2403,0.73493,0.70144,0.88225,0.80674,0.93319,0.95756,0.68901,1.04541,0.64849,0.9558,6.65162e-05,6.65162e-05,6.65162e-05
231,87.5965,0.89238,0.75466,0.8965,0.78956,0.94873,0.95889,0.68646,1.04849,0.65691,0.95696,6.36888e-05,6.36888e-05,6.36888e-05
232,87.989,0.7052,0.67459,0.86615,0.77551,0.95178,0.95756,0.68395,1.04939,0.66681,0.95669,6.08614e-05,6.08614e-05,6.08614e-05
233,88.3449,0.81405,0.80407,0.88838,0.77551,0.95178,0.95756,0.68395,1.04939,0.66681,0.95669,5.80339e-05,5.80339e-05,5.80339e-05
234,88.6999,0.68717,0.68477,0.88955,0.77513,0.95141,0.95756,0.68365,1.05103,0.66766,0.95795,5.52065e-05,5.52065e-05,5.52065e-05
235,89.0601,0.69481,0.70114,0.8924,0.77085,0.95283,0.95756,0.68707,1.04855,0.67007,0.95765,5.2379e-05,5.2379e-05,5.2379e-05
236,89.4098,0.70582,0.69167,0.83947,0.77992,0.951,0.95756,0.68781,1.04838,0.6672,0.95672,4.95516e-05,4.95516e-05,4.95516e-05
237,89.7744,0.73472,0.74329,0.84946,0.77992,0.951,0.95756,0.68781,1.04838,0.6672,0.95672,4.67242e-05,4.67242e-05,4.67242e-05
238,90.1475,0.75952,0.72877,0.87374,0.76748,0.93988,0.95485,0.69084,1.04861,0.6675,0.9577,4.38967e-05,4.38967e-05,4.38967e-05
239,90.4875,0.70188,0.7094,0.86581,0.76679,0.94907,0.95485,0.69044,1.05367,0.6689,0.95754,4.10693e-05,4.10693e-05,4.10693e-05
240,90.838,0.75136,0.69692,0.8872,0.77435,0.94775,0.95485,0.68557,1.05603,0.66896,0.95847,3.82418e-05,3.82418e-05,3.82418e-05
241,92.1266,0.71171,0.7274,0.86599,0.77435,0.94775,0.95485,0.68557,1.05603,0.66896,0.95847,3.54144e-05,3.54144e-05,3.54144e-05
242,92.4941,0.76892,0.7558,0.90147,0.76604,0.95121,0.95756,0.68598,1.05331,0.66889,0.95957,3.2587e-05,3.2587e-05,3.2587e-05
243,92.8529,0.6891,0.66263,0.90437,0.73991,0.95507,0.95756,0.6868,1.05716,0.66766,0.95918,2.97595e-05,2.97595e-05,2.97595e-05
244,93.2174,0.64158,0.65556,0.86906,0.73099,0.95663,0.95932,0.68672,1.05983,0.66511,0.95956,2.69321e-05,2.69321e-05,2.69321e-05
245,93.5524,0.67323,0.64711,0.83138,0.73099,0.95663,0.95932,0.68672,1.05983,0.66511,0.95956,2.41046e-05,2.41046e-05,2.41046e-05
246,93.9237,0.61503,0.65417,0.85442,0.72007,0.95874,0.90957,0.64943,1.05913,0.66454,0.95961,2.12772e-05,2.12772e-05,2.12772e-05
247,94.2652,0.67283,0.67427,0.86081,0.72539,0.95936,0.90957,0.64498,1.06071,0.66671,0.96019,1.84498e-05,1.84498e-05,1.84498e-05
248,94.6468,0.64299,0.70191,0.85015,0.72638,0.96002,0.90957,0.64298,1.06424,0.66595,0.96137,1.56223e-05,1.56223e-05,1.56223e-05
249,95.0303,0.65268,0.67495,0.85457,0.72638,0.96002,0.90957,0.64298,1.06424,0.66595,0.96137,1.27949e-05,1.27949e-05,1.27949e-05
250,95.4042,0.66494,0.68534,0.87191,0.96134,0.75056,0.90729,0.64136,1.06736,0.66368,0.96287,9.96744e-06,9.96744e-06,9.96744e-06
